monitor_id,interim,comment,classification,action_category
FM27,Interim8,Good data. Monitor removed.,good_data,no_action_continue_monitoring
FM29,Interim8,Good data,good_data,no_action_continue_monitoring
FM30,Interim8,Monitor removed.,bad_data,recommend_remove_or_relocate
FM31,Interim8,Left in to gather more data from reloacted FM156. Good data.,good_data,no_action_continue_monitoring
FM33,Interim8,Left in to gather more data from reloacted FM156. Good data - records spills.,good_data,no_action_continue_monitoring
FM37,Interim8,Good data. Monitor removed.,good_data,no_action_continue_monitoring
FM45,Interim8,Good data. Velocity drop out towards end of interim.,good_data,no_action_continue_monitoring
FM48,Interim8,Telemtry data downloaded. To be removed.,bad_data,recommend_remove_or_relocate
FM49,Interim8,Good data.,good_data,no_action_continue_monitoring
FM51,Interim8,Good data.,good_data,no_action_continue_monitoring
FM54,Interim8,Telemtry data downloaded. To be removed.,bad_data,recommend_remove_or_relocate
FM59,Interim8,Good velocity data but very low depth data. Monitor to be removed.,bad_data,recommend_remove_or_relocate
FM60,Interim8,"Storm system, reacts to rainfall. To be removed.",bad_data,recommend_remove_or_relocate
FM71,Interim8,Good data. Makes sense with u/s FM160,good_data,no_action_continue_monitoring
FM72,Interim8,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM73,Interim8,Telemetry data downloaded. Velocity drop outs.,partial_good_data,partial_data_needs_review
FM74,Interim8,Unable to access. Parked cars blocking room for setup,partial_good_data,partial_data_needs_review
FM75,Interim8,Monitor removed.,bad_data,recommend_remove_or_relocate
FM76,Interim8,Monitor removed.,bad_data,recommend_remove_or_relocate
FM77,Interim8,Good data.,good_data,no_action_continue_monitoring
FM82,Interim8,Telemetry data downloaded. To be removed.,bad_data,recommend_remove_or_relocate
FM83,Interim8,Good data.,good_data,no_action_continue_monitoring
FM84,Interim8,Good data.,good_data,no_action_continue_monitoring
FM85,Interim8,Reasonable data.,partial_good_data,partial_data_needs_review
FM86,Interim8,Good data.,good_data,no_action_continue_monitoring
FM87,Interim8,Doesn't make sense with u/s FMs 85 and 86,partial_good_data,partial_data_needs_review
FM88,Interim8,Good data.,good_data,no_action_continue_monitoring
FM90,Interim8,"Ok data, low flows. 1 good storm captured since installation of d/s FM161.",partial_good_data,partial_data_needs_review
FM91,Interim8,"Ok data, low flows. 1 good storm captured since installation of d/s FM161.",partial_good_data,partial_data_needs_review
FM93,Interim8,High level bifurcation. Minor spill recorded. 1 good storm captured since installation of d/s FM161.,partial_good_data,partial_data_needs_review
FM94,Interim8,Good data.,good_data,no_action_continue_monitoring
FM95,Interim8,Good data.,good_data,no_action_continue_monitoring
FM97,Interim8,"Good depth data,  velocities dropped out.",partial_good_data,partial_data_needs_review
FM98,Interim8,Good depth data. Poor velocity data.,partial_good_data,partial_data_needs_review
FM99,Interim8,OK data. Very low DWF.,partial_good_data,partial_data_needs_review
FM100,Interim8,Good data.,good_data,no_action_continue_monitoring
FM106,Interim8,Monitor removed.,bad_data,recommend_remove_or_relocate
FM107,Interim8,Good data.,good_data,no_action_continue_monitoring
FM108,Interim8,Good data.,good_data,no_action_continue_monitoring
FM110,Interim8,Depth data unreliable (signficant increase from u/s FM111.,partial_good_data,partial_data_needs_review
FM111,Interim8,Good data.,good_data,no_action_continue_monitoring
FM114,Interim8,Good data.,good_data,no_action_continue_monitoring
FM115,Interim8,Good data,good_data,no_action_continue_monitoring
FM116,Interim8,Awaiting relocation (FM165),partial_good_data,partial_data_needs_review
FM117,Interim8,Awaiting relocation (FM166),partial_good_data,partial_data_needs_review
FM118,Interim8,"Good depth data, poor velocity data.",partial_good_data,partial_data_needs_review
FM121,Interim8,Data ok. low depths.,partial_good_data,partial_data_needs_review
FM124,Interim8,Data not provided.,partial_good_data,partial_data_needs_review
FM125,Interim8,Poor data.,partial_good_data,partial_data_needs_review
FM128,Interim8,Good data.,good_data,no_action_continue_monitoring
FM129,Interim8,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM130,Interim8,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM131,Interim8,Very poor data due to silt. Sensor adjusted - check next interim.,bad_data,sensor_fault_or_ragging
FM132,Interim8,Good data.,good_data,no_action_continue_monitoring
FM133,Interim8,Good data.,good_data,no_action_continue_monitoring
FM134,Interim8,Good data.,good_data,no_action_continue_monitoring
FM135,Interim8,FM located on high level bifurcation. Spills recorded.,partial_good_data,partial_data_needs_review
FM138,Interim8,Good data.,good_data,no_action_continue_monitoring
FM139,Interim8,Good data.,good_data,no_action_continue_monitoring
FM149,Interim8,Good data.,good_data,no_action_continue_monitoring
FM151,Interim8,Good data.,good_data,no_action_continue_monitoring
FM152,Interim8,Good data.,good_data,no_action_continue_monitoring
FM153,Interim8,Good data.,good_data,no_action_continue_monitoring
FM154,Interim8,Good data.,good_data,no_action_continue_monitoring
FM155,Interim8,Good data. Makes sense with u/s FM04.,good_data,no_action_continue_monitoring
FM156,Interim8,Good data.,good_data,no_action_continue_monitoring
FM157,Interim8,Good data.,good_data,no_action_continue_monitoring
FM158,Interim8,Awaiting data.,partial_good_data,partial_data_needs_review
FM160,Interim8,Good data. Makes sense with d/s FM71,good_data,no_action_continue_monitoring
FM161,Interim8,Good data. One good storm recorded.,good_data,no_action_continue_monitoring
FM162,Interim8,Very poor depth data. Remove.,partial_good_data,partial_data_needs_review
FM163,Interim8,Spill pipe. Records spill.,partial_good_data,partial_data_needs_review
FM164,Interim8,Ok data.,partial_good_data,partial_data_needs_review
DM01,Interim8,Telemetry data downloaded,partial_good_data,partial_data_needs_review
DM02,Interim8,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
DM03,Interim8,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
RG01,Interim8,OK,good_data,no_action_continue_monitoring
RG02,Interim8,OK,good_data,no_action_continue_monitoring
RG03,Interim8,Last storm (29/09) not picked up by RG03,partial_good_data,partial_data_needs_review
RG04,Interim8,OK,good_data,no_action_continue_monitoring
RG05,Interim8,Faulty data.,partial_good_data,partial_data_needs_review
RG06,Interim8,OK,good_data,no_action_continue_monitoring
RG07,Interim8,OK,good_data,no_action_continue_monitoring
RG08,Interim8,OK,good_data,no_action_continue_monitoring
RG09,Interim8,OK,good_data,no_action_continue_monitoring
RG10,Interim8,OK,good_data,no_action_continue_monitoring
RG11,Interim8,OK,good_data,no_action_continue_monitoring
RG12,Interim8,OK,good_data,no_action_continue_monitoring
RG13,Interim8,OK,good_data,no_action_continue_monitoring
RG14,Interim8,OK,good_data,no_action_continue_monitoring
RG15,Interim8,OK,good_data,no_action_continue_monitoring
RG16,Interim8,OK,good_data,no_action_continue_monitoring
FM03,Interim9,Continued poor data,bad_data,sensor_fault_or_ragging
FM04,Interim9,Generally good data - some velocity drop out during storm event. Makes sense with d/s FM155.,good_data,no_action_continue_monitoring
FM05,Interim9,Bifurcation - minor spills recorded.,partial_good_data,partial_data_needs_review
FM09,Interim9,No data since 01/10 - site notes state site visit required,bad_data,recommend_remove_or_relocate
FM10,Interim9,"Sudden drop in velocity data on 02/10, monitor significantly under-reading after this date when compared to rest of FS period.",partial_good_data,partial_data_needs_review
FM11,Interim9,"Bifurcation - only spills during rainfall, does not appear to have operated during latest interim.",partial_good_data,partial_data_needs_review
FM13,Interim9,"Good depth data, velocity drops out but good during storms.",partial_good_data,partial_data_needs_review
FM14,Interim9,"Data okay during storms, data quality matches previous interims.",partial_good_data,partial_data_no_action
FM15,Interim9,Low flows and negative depth values. Good diurnal pattern and storm response. ,partial_good_data,partial_data_needs_review
FM16,Interim9,"Good velocity data, good depth during storms but some negative values during dry weather.",partial_good_data,partial_data_needs_review
FM23,Interim9,Good data - slow response evident in velocity data.,good_data,no_action_continue_monitoring
FM29,Interim9,Good data,good_data,no_action_continue_monitoring
FM33,Interim9,To be removed,bad_data,recommend_remove_or_relocate
FM45,Interim9,"Poor data during interim, data drop out throughout and poor velocity response during storm (06/10), depth data okay.",partial_good_data,partial_data_no_action
FM48,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM49,Interim9,Good data.,good_data,no_action_continue_monitoring
FM51,Interim9,Good data for most of interim - some possible data drop out towards end? To be checked next interim.,good_data,no_action_continue_monitoring
FM54,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM59,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM60,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM65,Interim9,Good data.,good_data,no_action_continue_monitoring
FM71,Interim9,Good data.,good_data,no_action_continue_monitoring
FM72,Interim9,Bifurcation - response to rainfall,partial_good_data,partial_data_needs_review
FM73,Interim9,"Good depth data, continued velocity drop outs. Assess during next interim.",partial_good_data,partial_data_needs_review
FM74,Interim9,Unable to access due to parked cars,partial_good_data,partial_data_needs_review
FM77,Interim9,Good data.,good_data,no_action_continue_monitoring
FM82,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM83,Interim9,No data this interim from 30/09,bad_data,recommend_remove_or_relocate
FM84,Interim9,Good data.,good_data,no_action_continue_monitoring
FM85,Interim9,Reasonable data.,partial_good_data,partial_data_needs_review
FM86,Interim9,Good data.,good_data,no_action_continue_monitoring
FM87,Interim9,"Potential volume imbalance to u/s FMs 85 and 86 - ragged and flow is shallow, no alternatives.",partial_good_data,partial_data_needs_review
FM88,Interim9,"Good data, surcharge evident.",good_data,no_action_continue_monitoring
FM90,Interim9,Continued low flows - no additional storms during interim 9 - leave in for additional week / storm.,partial_good_data,partial_data_needs_review
FM91,Interim9,"Continued low flows, data okay - minor additional storm during interim 9 - leave in for additional week / storm.",partial_good_data,partial_data_no_action
FM93,Interim9,High level bifurcation - no more storms recorded in Interim 9.,partial_good_data,partial_data_needs_review
FM94,Interim9,Good data.,good_data,no_action_continue_monitoring
FM95,Interim9,Good data.,good_data,no_action_continue_monitoring
FM97,Interim9,"Good depth data,  velocities dropped out.",partial_good_data,partial_data_needs_review
FM98,Interim9,Good depth data. Poor velocity data.,partial_good_data,partial_data_needs_review
FM99,Interim9,OK data. Very low DWF.,partial_good_data,partial_data_needs_review
FM100,Interim9,"Good velocity data, depth data show drift throughout interim.",partial_good_data,partial_data_needs_review
FM107,Interim9,Good data.,good_data,no_action_continue_monitoring
FM108,Interim9,Good data.,good_data,no_action_continue_monitoring
FM110,Interim9,"Continued high depths - unreliable, significant increase from u/s FM111",partial_good_data,partial_data_needs_review
FM111,Interim9,Good data.,good_data,no_action_continue_monitoring
FM114,Interim9,Good data.,good_data,no_action_continue_monitoring
FM115,Interim9,Good data,good_data,no_action_continue_monitoring
FM117,Interim9,Awaiting relocation (FM166),partial_good_data,partial_data_needs_review
FM118,Interim9,"Good depth data, poor velocity data.",partial_good_data,partial_data_needs_review
FM121,Interim9,Data ok. low depths.,partial_good_data,partial_data_needs_review
FM124,Interim9,No data since 27/09,bad_data,recommend_remove_or_relocate
FM125,Interim9,"Poor data, velocities dropping out and consistent negative depth data throughout interim.",partial_good_data,partial_data_needs_review
FM128,Interim9,Good data.,good_data,no_action_continue_monitoring
FM129,Interim9,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM130,Interim9,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM131,Interim9,Removal requested,bad_data,recommend_remove_or_relocate
FM132,Interim9,Good data.,good_data,no_action_continue_monitoring
FM133,Interim9,Good data.,good_data,no_action_continue_monitoring
FM134,Interim9,Good data.,good_data,no_action_continue_monitoring
FM135,Interim9,FM located on high level bifurcation - no spill recorded during interim.,partial_good_data,partial_data_needs_review
FM138,Interim9,Good data.,good_data,no_action_continue_monitoring
FM139,Interim9,Good data.,good_data,no_action_continue_monitoring
FM146,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM149,Interim9,Good data.,good_data,no_action_continue_monitoring
FM151,Interim9,Good data.,good_data,no_action_continue_monitoring
FM152,Interim9,Good data.,good_data,no_action_continue_monitoring
FM153,Interim9,Good data.,good_data,no_action_continue_monitoring
FM154,Interim9,Good data.,good_data,no_action_continue_monitoring
FM155,Interim9,Good data.,good_data,no_action_continue_monitoring
FM156,Interim9,Awaiting removal.,partial_good_data,partial_data_needs_review
FM157,Interim9,Good data.,good_data,no_action_continue_monitoring
FM158,Interim9,Awaiting data - none since 25/09. FM being left in to capture one more storm.,partial_good_data,partial_data_needs_review
FM159,Interim9,Removed,bad_data,recommend_remove_or_relocate
FM160,Interim9,Awaiting removal.,partial_good_data,partial_data_needs_review
FM161,Interim9,"Good data. No data after 03/10 so unable to tell if storm recorded on 06/10, leave FM in. ",good_data,no_action_continue_monitoring
FM162,Interim9,Awaiting removal.,partial_good_data,partial_data_needs_review
FM163,Interim9,"Spill pipe, no spills recorded this interim.",partial_good_data,partial_data_needs_review
FM164,Interim9,No data this interim.,bad_data,recommend_remove_or_relocate
DM01,Interim9,No data this interim.,bad_data,recommend_remove_or_relocate
DM02,Interim9,Removed,bad_data,recommend_remove_or_relocate
DM03,Interim9,Removed,bad_data,recommend_remove_or_relocate
PL01,Interim9,Removed,bad_data,recommend_remove_or_relocate
PL02,Interim9,Removed,bad_data,recommend_remove_or_relocate
PL03,Interim9,Awaiting removal.,partial_good_data,partial_data_needs_review
PL07,Interim9,Removed,bad_data,recommend_remove_or_relocate
PL08,Interim9,Removed,bad_data,recommend_remove_or_relocate
PL09,Interim9,Removed,bad_data,recommend_remove_or_relocate
RG01,Interim9,OK,good_data,no_action_continue_monitoring
RG02,Interim9,OK,good_data,no_action_continue_monitoring
RG03,Interim9,Storm (06/10) not picked up by RG03.,partial_good_data,partial_data_needs_review
RG04,Interim9,OK,good_data,no_action_continue_monitoring
RG05,Interim9,Faulty data.,partial_good_data,partial_data_needs_review
RG06,Interim9,OK,good_data,no_action_continue_monitoring
RG07,Interim9,OK,good_data,no_action_continue_monitoring
RG08,Interim9,OK,good_data,no_action_continue_monitoring
RG09,Interim9,OK,good_data,no_action_continue_monitoring
RG10,Interim9,OK,good_data,no_action_continue_monitoring
RG11,Interim9,OK,good_data,no_action_continue_monitoring
RG12,Interim9,OK,good_data,no_action_continue_monitoring
RG13,Interim9,OK,good_data,no_action_continue_monitoring
RG14,Interim9,OK,good_data,no_action_continue_monitoring
RG15,Interim9,OK,good_data,no_action_continue_monitoring
RG16,Interim9,OK,good_data,no_action_continue_monitoring
FM03,Interim10,Continued poor data.,bad_data,sensor_fault_or_ragging
FM04,Interim10,Good data.,good_data,no_action_continue_monitoring
FM05,Interim10,Bifurcation - no spills.,partial_good_data,partial_data_needs_review
FM09,Interim10,Good data. Surcharged during storm.,good_data,no_action_continue_monitoring
FM10,Interim10,Good data. Surcharged during storm.,good_data,no_action_continue_monitoring
FM11,Interim10,Bifurcation - operates during storm events.,partial_good_data,partial_data_needs_review
FM13,Interim10,FM16 > FM15 > FM13. FM16 and FM13 match well wrt flows but FM15 records much less flow.,partial_good_data,partial_data_needs_review
FM14,Interim10,Very low flows.,partial_good_data,partial_data_needs_review
FM15,Interim10,FM16 > FM15 > FM13. FM16 and FM13 match well wrt flows but FM15 records much less flow. Poor data at this monitor.,partial_good_data,partial_data_needs_review
FM16,Interim10,FM16 > FM15 > FM13. FM16 and FM13 match well wrt flows but FM15 records much less flow.,partial_good_data,partial_data_needs_review
FM23,Interim10,Good data.,good_data,no_action_continue_monitoring
FM29,Interim10,Good data. Evidence of slow response.,good_data,no_action_continue_monitoring
FM32,Interim10,Data downloaded. Monitor removed,bad_data,recommend_remove_or_relocate
FM33,Interim10,Data downloaded. Monitor removed,bad_data,recommend_remove_or_relocate
FM45,Interim10,Velocity drop out at start of interim but improves after this. Evidence of surcharge during storm on 16/10. Evidence of slow response,partial_good_data,partial_data_needs_review
FM49,Interim10,Good data.,good_data,no_action_continue_monitoring
FM51,Interim10,Velocity drop outs. Sensor cleaned.,bad_data,sensor_fault_or_ragging
FM65,Interim10,Good data.,good_data,no_action_continue_monitoring
FM71,Interim10,Good data.,good_data,no_action_continue_monitoring
FM72,Interim10,Bifurcation - minor response to rainfall.,partial_good_data,partial_data_needs_review
FM73,Interim10,"Good depth data. Velcocities improved after last clean. Dropped out again on 14/10, but sensor has been cleaned again.",partial_good_data,partial_data_needs_review
FM74,Interim10,Data downloaded. Monitor removed,bad_data,recommend_remove_or_relocate
FM77,Interim10,Good data.,good_data,no_action_continue_monitoring
FM83,Interim10,Velocities dropped out from 30/09 to 08/10. Data ok after this.,partial_good_data,partial_data_needs_review
FM84,Interim10,Good data. Evidence of slow response.,good_data,no_action_continue_monitoring
FM85,Interim10,Depths too low for accurate reading but no alternatives. Key site.,partial_good_data,partial_data_needs_review
FM86,Interim10,Data seems ok. High velocities.,partial_good_data,partial_data_needs_review
FM87,Interim10,Poor data - low velocities and depths. No alternativies. Key site.,partial_good_data,partial_data_needs_review
FM88,Interim10,"Good data, surcharge evident.",good_data,no_action_continue_monitoring
FM90,Interim10,Low flows. A few good storms now recorded with relocated FM161 so monitors around Glanowen CSO can be removed.,bad_data,recommend_remove_or_relocate
FM91,Interim10,Low flows.,partial_good_data,partial_data_needs_review
FM93,Interim10,Bifurcation - no flows recorded.,partial_good_data,partial_data_needs_review
FM94,Interim10,Good data.,good_data,no_action_continue_monitoring
FM95,Interim10,Good data.,good_data,no_action_continue_monitoring
FM97,Interim10,"Good depth data, velocity drop outs. Evidence of surcharge.",partial_good_data,partial_data_needs_review
FM98,Interim10,Good depth data. Poor velocity data.,partial_good_data,partial_data_needs_review
FM99,Interim10,OK data. Very low DWF.,partial_good_data,partial_data_needs_review
FM100,Interim10,Good data. Evidence of surcharge during storms.,good_data,no_action_continue_monitoring
FM107,Interim10,Good data. (Volume balance with u/s FM147 but this monitor has now been removed).,good_data,no_action_continue_monitoring
FM108,Interim10,Good data.,good_data,no_action_continue_monitoring
FM110,Interim10,Continued volume imbalance (signficant increase from FM111 to FM110).,partial_good_data,partial_data_needs_review
FM111,Interim10,Continued volume imbalance (signficant increase from FM111 to FM110).,partial_good_data,partial_data_needs_review
FM114,Interim10,Good data.,good_data,no_action_continue_monitoring
FM115,Interim10,"Velocity looks a bit patchy towards end of interim, but sensor has now been cleaned.",partial_good_data,partial_data_needs_review
FM118,Interim10,"Good depth data, poor velocity data.",partial_good_data,partial_data_needs_review
FM121,Interim10,Data ok. low depths.,partial_good_data,partial_data_needs_review
FM124,Interim10,Poor data. Monitor swapped.,partial_good_data,partial_data_needs_review
FM125,Interim10,Poor data through most of interim. Some storm response.,partial_good_data,partial_data_needs_review
FM128,Interim10,Good data.,good_data,no_action_continue_monitoring
FM129,Interim10,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM130,Interim10,Ok data. Low flow in DWF. Some ragging,bad_data,sensor_fault_or_ragging
FM132,Interim10,Good data.,good_data,no_action_continue_monitoring
FM133,Interim10,Good data.,good_data,no_action_continue_monitoring
FM134,Interim10,Good data.,good_data,no_action_continue_monitoring
FM135,Interim10,Bifurcation. No spills recorded.,partial_good_data,partial_data_needs_review
FM138,Interim10,Good data.,good_data,no_action_continue_monitoring
FM139,Interim10,Very low depths. Good velocities.,partial_good_data,partial_data_needs_review
FM149,Interim10,Data ok but depths are low.,partial_good_data,partial_data_needs_review
FM151,Interim10,Good data.,good_data,no_action_continue_monitoring
FM152,Interim10,Good data.,good_data,no_action_continue_monitoring
FM153,Interim10,Good data.,good_data,no_action_continue_monitoring
FM154,Interim10,Good data.,good_data,no_action_continue_monitoring
FM155,Interim10,Good data.,good_data,no_action_continue_monitoring
FM157,Interim10,Good data.,good_data,no_action_continue_monitoring
FM158,Interim10,No data.,bad_data,recommend_remove_or_relocate
FM161,Interim10,Good data.,good_data,no_action_continue_monitoring
FM163,Interim10,"Spill pipe, no spills recorded this interim.",partial_good_data,partial_data_needs_review
FM164,Interim10,Good data.,good_data,no_action_continue_monitoring
FM165,Interim10,Good data.,good_data,no_action_continue_monitoring
FM166,Interim10,Good data.,good_data,no_action_continue_monitoring
DM01,Interim10,Good data.,good_data,no_action_continue_monitoring
RG01,Interim10,OK,good_data,no_action_continue_monitoring
RG02,Interim10,OK,good_data,no_action_continue_monitoring
RG03,Interim10,Rain Gauge swapped,partial_good_data,partial_data_needs_review
RG04,Interim10,OK,good_data,no_action_continue_monitoring
RG05,Interim10,OK,good_data,no_action_continue_monitoring
RG06,Interim10,OK,good_data,no_action_continue_monitoring
RG07,Interim10,OK,good_data,no_action_continue_monitoring
RG08,Interim10,OK,good_data,no_action_continue_monitoring
RG09,Interim10,OK,good_data,no_action_continue_monitoring
RG10,Interim10,OK,good_data,no_action_continue_monitoring
RG11,Interim10,OK,good_data,no_action_continue_monitoring
RG12,Interim10,OK,good_data,no_action_continue_monitoring
RG13,Interim10,OK,good_data,no_action_continue_monitoring
RG14,Interim10,OK,good_data,no_action_continue_monitoring
RG15,Interim10,OK,good_data,no_action_continue_monitoring
RG16,Interim10,OK,good_data,no_action_continue_monitoring
FM03,Interim11,Continued poor data.,bad_data,sensor_fault_or_ragging
FM04,Interim11,Good data.,good_data,no_action_continue_monitoring
FM05,Interim11,Bifurcation - no spills.,partial_good_data,partial_data_needs_review
FM09,Interim11,Good data. Surcharged during storm.,good_data,no_action_continue_monitoring
FM10,Interim11,Good data. Surcharged during storm.,good_data,no_action_continue_monitoring
FM11,Interim11,Bifurcation - operates during storm events.,partial_good_data,partial_data_needs_review
FM13,Interim11,Good data. Surcharged during storm.,good_data,no_action_continue_monitoring
FM14,Interim11,Low flows.,partial_good_data,partial_data_needs_review
FM15,Interim11,Poor data,partial_good_data,partial_data_needs_review
FM16,Interim11,Poor data from 18/10 - depths drop below 0.,partial_good_data,partial_data_needs_review
FM23,Interim11,Velocity drops out at end of period. Sensor cleaned.,bad_data,sensor_fault_or_ragging
FM29,Interim11,Good data. Evidence of slow response.,good_data,no_action_continue_monitoring
FM45,Interim11,"Reasonable data, evidence of slow response, surcharge and back flow.",partial_good_data,partial_data_needs_review
FM49,Interim11,Good data. Fast flow.,good_data,no_action_continue_monitoring
FM51,Interim11,Good data.,good_data,no_action_continue_monitoring
FM65,Interim11,Good data. Fast flow.,good_data,no_action_continue_monitoring
FM71,Interim11,Good data.,good_data,no_action_continue_monitoring
FM72,Interim11,Bifurcation - minor response to rainfall.,partial_good_data,partial_data_needs_review
FM73,Interim11,Poor velocity data. sensor has been cleaned.,partial_good_data,partial_data_needs_review
FM77,Interim11,Good data.,good_data,no_action_continue_monitoring
FM83,Interim11,Good data,good_data,no_action_continue_monitoring
FM84,Interim11,"Good data. Surcharged, so unable to enter. Data downloaded",good_data,no_action_continue_monitoring
FM85,Interim11,Depths too low for accurate reading but no alternatives. Key site.,partial_good_data,partial_data_needs_review
FM86,Interim11,Data seems ok. High velocities.,partial_good_data,partial_data_needs_review
FM87,Interim11,Improved data,partial_good_data,partial_data_needs_review
FM88,Interim11,"Good data, surcharge evident. Fast flow.",good_data,no_action_continue_monitoring
FM94,Interim11,Good data.,good_data,no_action_continue_monitoring
FM95,Interim11,Good data.,good_data,no_action_continue_monitoring
FM97,Interim11,"Good depth data, velocity drop outs. Sensor cleaned",bad_data,sensor_fault_or_ragging
FM98,Interim11,Good depth data. Poor velocity data.,partial_good_data,partial_data_needs_review
FM99,Interim11,Good data. Low flows.,good_data,no_action_continue_monitoring
FM100,Interim11,Good data. Evidence of surcharge during storms.,good_data,no_action_continue_monitoring
FM107,Interim11,Good data.,good_data,no_action_continue_monitoring
FM108,Interim11,Good data.,good_data,no_action_continue_monitoring
FM110,Interim11,Poor site,partial_good_data,partial_data_needs_review
FM111,Interim11,Good data.,good_data,no_action_continue_monitoring
FM114,Interim11,Data ok.,partial_good_data,partial_data_needs_review
FM115,Interim11,Jump in velocities,partial_good_data,partial_data_needs_review
FM118,Interim11,"Good depth data, poor velocity data.",partial_good_data,partial_data_needs_review
FM121,Interim11,Good data,good_data,no_action_continue_monitoring
FM124,Interim11,Good data.,good_data,no_action_continue_monitoring
FM125,Interim11,Poor data. Unable to access - parked car.,partial_good_data,partial_data_needs_review
FM128,Interim11,Good data.,good_data,no_action_continue_monitoring
FM129,Interim11,Ok data. Low flow in DWF. Some ragging. Sensor cleaned.,bad_data,sensor_fault_or_ragging
FM130,Interim11,Poor data - very low flows,partial_good_data,partial_data_needs_review
FM132,Interim11,Good data.,good_data,no_action_continue_monitoring
FM133,Interim11,Good data.,good_data,no_action_continue_monitoring
FM134,Interim11,Good data.,good_data,no_action_continue_monitoring
FM135,Interim11,Bifurcation. No spills recorded.,partial_good_data,partial_data_needs_review
FM138,Interim11,Good data.,good_data,no_action_continue_monitoring
FM139,Interim11,Good data.,good_data,no_action_continue_monitoring
FM149,Interim11,Depth data looks suspect. Sensor cleaned from ragging and grease.,bad_data,sensor_fault_or_ragging
FM151,Interim11,Good data.,good_data,no_action_continue_monitoring
FM152,Interim11,Good data.,good_data,no_action_continue_monitoring
FM153,Interim11,Good data.,good_data,no_action_continue_monitoring
FM154,Interim11,Good data.,good_data,no_action_continue_monitoring
FM155,Interim11,Good data.,good_data,no_action_continue_monitoring
FM157,Interim11,Good data.,good_data,no_action_continue_monitoring
FM158,Interim11,Reasonable data.,partial_good_data,partial_data_needs_review
FM163,Interim11,"Spill pipe, no spills recorded this interim.",partial_good_data,partial_data_needs_review
FM164,Interim11,Good data.,good_data,no_action_continue_monitoring
FM165,Interim11,Good data.,good_data,no_action_continue_monitoring
FM166,Interim11,Good data.,good_data,no_action_continue_monitoring
DM01,Interim11,Good data,good_data,no_action_continue_monitoring
